title,year,certificate,duration,"genre",rating,"description",stars,votes
Being Elmo: A Puppeteer's Journey,2015,Not Rated,74,"Comedy",6.5,"It seems simple: an egg + sperm = one embryo. But if your sperm is few, vague and abnormal and your woman is premenopausal at age 37, things start to get complicated.","[Gary Howsam,Mike Smith,John Paul Tremblay,Robb Wells,John Paul Tremblay,Robb Wells,Mike Smith,John Dunsworth]",1079
Firebrand,2013,Not Rated,87,"Documentary",7.3,"Adventure of a little girl who just moved to a new town and meet a new friends.","[Robert Stone,Stewart Brand,Richard Rhodes,Gwyneth Cravens,Mark Lynas]",1911
Dawg Fight,2010,R,101,"Comedy",4.2,"The thrilling five-part true crime documentary series delves into the beloved soccer star’s murder, sharing insight into what transpired that fateful night when Meyiwa was gunned down in what was alleged to be a botched robbery in 2014.","[Matthew Lauyer,Ryan Dunn,April Scott,Gerard Haitz,Noam Harary]",621
And the Oscar Goes to...,2020,Not Rated,76,"Comedy",5.5,"Nina is an uncompromising idealist. She believes in what she does and is convinced that she can fight for a better world. Giulio is a wealthy, arrogant heir and pretty much her polar ... See full summary »","[Eric André,Michelle Buteau,Urzila Carlson,Vir Das]",650
Hibana,2012,TV-PG,90,"Documentary",7.6,"Hugo Sanchez is tasked with leading the Cuervos into the Duel of the Birds tournament despite his personal life pulling him back toward the family business.","[Nisha Pahuja,Pooja Chopra,Manasvi Mamgai,Marc Robinson,Ankita Shorey]",846
The Kane Chronicles: The Red Pyramid,2007,Not Rated,90,"Action, Crime, Thriller",6.7,"24 hours in the lives of three L.A. youths dealing in drugs, drink and debauchery as they face eviction from their Hollywood apartment.","[Nai-Hoi Yau,Simon Yam,Tony Ka Fai Leung,Kate Tsui,Suet Lam]",1898
Hidden Worlds,2014,Not Rated,25,"Comedy, Drama, History",7.8,"It's based on the story of a crisis that took place in the summer of 2017 in the life of Mladenovic, a Serbian-born director living in Romania.","[Kiku Sharda,Vishal Kotian,Delnaaz Irani,Sunil Chauhan]",160
Sexy Central,2020,TV-MA,90,"Comedy",7.4,"While out fighting off ninja pirates, Puss stumbles on a fairy tale book. When he opens it, the adventure begins, as the viewer must choose each outcome, eventually freeing Puss from the book.","[Chris Robinson,Dave Chappelle,Mohammed Amer,Aziz Ansari,Erykah Badu]",2239
Russell Howard: Lubricant,2016,Not Rated,100,"Drama",5.8,"Convicted stalkers tell the programme, in their own chilling words, how love turned into a deadly obsession in face first, captivating in-depth interviews.","[Diego Luna,Danny Glover,Maya Rudolph,José María Yazpik,Joel Murray]",1242
Untitled Lupita Nyong'o/Rihanna Project,2014,Not Rated,82,"Action, Crime, Thriller",3.1,"A dramatic story about a girl and her giving father.","[Paul Tanter,Tom Benedict Knight,Simon Phillips,Christina Bellavia,Ewan Ross]",1046
Nikki Glaser: Bangin',2019,Not Rated,60,"Documentary, Comedy",7.3,"A Spanish woman must follow intricate instructions in order to receive a reward.","[Larry Charles,Adrianne Chalepah,Thom Tran,James P. Connolly]",584
Rapture,2021,TV-PG,90,"Adventure, Reality-TV",5.8,"Two FBI agents travel around the country to solve creepy crimes.","[Ben Simms,Bear Grylls]",967
Fire Chasers,2018,Not Rated,100,"Drama",6.4,"Based on the speculative short stories of MirrorFiction, this sci-fi thriller anthology plunges headlong into our deepest desires -- and darkest fears.","[Anca Damian,Ilona Brezoianu,Cristina Florea,Florin Ghioca,Lia Marin]",229
What Would Sophia Loren Do?,2017,Not Rated,87,"Comedy, Romance",4.4,"Tiffany Haddish introduces her favorite comedians in a series of stand-up performances.","[Kenny Young,Erica Ash,Redaric Williams,Eva Marcille,Allen Maldonado]",505
SanPa: Sins of the Savior,2020,TV-MA,62,"Comedy",7.1,"Follows a gullible captain on a ship who thinks he has everything under control but is unaware of what is really happening on the ship.","[Chris Howe,Michael McIntyre]",1278
John Was Trying to Contact Aliens,2017,Not Rated,100,"Drama",6.2,"A group of GP506 soldiers have been brutally massacred, leaving only one alive but comatose. A military police investigator has only that night to uncover the facts, but ends up discovering a terrifying truth.","[Cristi Iftime,Alexandru Potocean,Adrian Titieni,Lucian Iftime,Lorena-Andrada Zabrautanu]",378
The Moon Represents My Heart,2016,Not Rated,92,"Documentary, History, News",7.3,"A groomsman must navigate a slew of disasters to maintain order at his best friend's wedding reception.","[Matt Wechsler,Marty Travis,Dan Barber,Rick Bayless,Mark Bittman]",573
Jeff Dunham's Very Special Christmas Special,2020,TV-Y7-FV,31,"Animation, Short, Action",6.9,"Police management gives Johan Falk and his colleagues at the group for specific action orders to deploy all means against organized crime when a female prosecutor subjected to an explosive ... See full summary »","[Jos Humphrey,Kevin Dart,Kenny Park,Mike West,Gina Rodriguez,Finn Wolfhard,Abby Trott,Michael Hawley]",803
Transferts,2013,Not Rated,98,"Comedy",6.2,"Fujito Chiyuki has a dream: to become a Paris Collection model. The problem is, she's too short to be a model, and everyone around her tells her so. But no matter what they say, she won't ... See full summary »","[Riccardo Milani,Claudio Bisio,Kasia Smutniak,Giuseppe Fiorello,Remo Girone]",3419
21 Days Under the Sky,2018,Not Rated,56,"Comedy",7.2,"Two cats travel the globe and teach children about unlikely friendships and global citizenships.","[Jay Karas,Demetri Martin]",1738
The Precipice,2022,TV-MA,54,"Comedy",6,"This docuseries follows the 2011 sexual assault case involving french politician Dominique Strauss-Kahn at the height of his career.","[Robert Townsend,Phyllis Yvonne Stickney,Patricia Williams]",191
"I, Chihuahua",2012,Not Rated,90,"Documentary, Adventure",6.7,"S Is For Stanley is the story of Emilio D'Alessandro, Stanley Kubrick's personal driver. A Friendship that lasted through 30 years of their lives, helped create four cinema masterpieces, ... See full summary »","[Joseph Garner,Joseph Garner,Kristos Andrews,Gina Keatley,Michael Kuciak]",3816
Niyazi Gül Dörtnala,2017,Not Rated,115,"Drama",6.1,"A desperate rabbit must find a way to escape a fantastical shadow realm inside a magician's hat to return to the human boy he loves.","[Agustí Villaronga,Marcel Borràs,Núria Prims,Oriol Pla,Bruna Cusí]",964
Sleepless Society: Insomnia,2020,TV-G,80,"Documentary, Family",7,"The Muppet Elmo is one of the most beloved characters among children across the globe. Meet the unlikely man behind the puppet - the heart and soul of Elmo - Kevin Clash.","[Oliver Bokelberg,Debbie Allen,Tichina Arnold,Ryan Phuong,Vivian Nixon]",344
The Epic Tales of Captain Underpants in Space,2014,Not Rated,85,"Documentary, Biography, Music",7.3,"The ups and downs of modern-day relationship take the spotlight in this contemporary, slice-of-life story.","[Mike Fleiss,John Perry Barlow,Chuck Berry,Neal Cassady,John Coltrane]",1689
The Match,1965,Approved,89,"Western, Adventure",5.8,"West Perrine, Florida is a suburban ghetto in Southwest Miami-Dade County. Over 73% of its residents are African-American and more than a third of them are unemployed. Violent crimes occur ... See full summary »","[Harald Philipp,Alfred Vohrer,Stewart Granger,Pierre Brice,Harald Leipnitz,Macha Méril]",1408
What We Started,2020,Not Rated,24,"Mystery, Thriller",4.6,"The history of the Academy Awards.","[Ikuho Akiya,Riko Kawase,Sayu Kubota,Marika Matsumoto]",79
Like Cotton Twines,2015,Not Rated,99,"Action, Crime, Thriller",7.2,"A young Manzai comedian in Tokyo has an electrifying encounter with a senior comedian who is a genius with unique comedy philosophy who drives his determination and inspires his creativity.","[Richard Holm,Jakob Eklund,Henrik Norlén,Jens Hultén,Meliz Karlge]",1757
Historia de un clan,2015,TV-14,98,"Documentary",7.4,"A childhood accident left Irin with a unique ability for frequency and sound which most people cannot decipher. Her skills were tested when she took an emergency call at the precinct and ... See full summary »","[Matt Bell,Hafþór Júlíus Björnsson,Colin Bryce,Geoff Capes,Alex Curletto]",1179
Revolver Rani,2017,Not Rated,93,"Drama",5.5,"While investigating an actress's supposed suicide and her connection to the mafia, a veteran journalist discovers that corruption runs deep.","[James Pillion,Maia Morgenstern,Shuang Hu,Andi Vasluianu,Maria Dinulescu]",149
Eric Andre: Legalize Everything,2017,TV-MA,70,"Comedy",6.4,"Known as the Mayday of Central, five close friends and young working women juggle work, love, sex and booze.","[Michael Simon,Matthew McNeil,Jeff Dunham]",1295
Night Fare,2018,TV-MA,98,"Biography, Drama, History",6,"Until the Wheels Come Off is the story of a comedy obsession persevering through the grip of a global pandemic.","[Tamas Yvan Topolanszky,Ferenc Lengyel,Evelin Dobos,Declan Hannigan,Scott Alexander Young]",1083
Ghee Happy,2019,TV-PG,45,"Animation, Short, Action",5.9,"Covers topics from gun control to family values.","[Nat Faxon,Jay Gragnani,Ramone Hamilton,Sean Astin]",217
City of Joy,2018,Not Rated,40,"Documentary, Reality-TV, Sport",7.2,"A small-business owner and family man comes across the legend of a buried stash of cocaine worth $2 million hidden in the Caribbean.","[D.B. Sweeney,Juventus F.C.,Gianluigi Buffon,Alex Sandro]",2107
God Country,2016,Not Rated,85,"Documentary",6.5,"CHOSEN is a psychological thriller about an ordinary loving family caught in an extraordinary and deadly. Mandarin-language three-part series, adapted from the US drama of the same name.","[Mariano Cohn,Gastón Duprat,Oscar Bopp,Luis Caporossi,Vicente Cohn,Mónica Cragnolini]",592
Bad Samaritans,2014,Not Rated,71,"Documentary, Comedy, History",6.9,"Plot speculated. Story pitched on Twitter centers on a scheming character portrayed by Rihanna and her computer-smart best friend (Lupita Nyong'o).","[Ian Cheney,Susan Carter,Ian Cheney,Philip Chiang,Andrew Coe]",1765
Fool Me Once,2011,Not Rated,112,"Comedy, Romance",6.2,"Featuring an impressive collection of artists who have found worldwide success, this documentary series showcases hip-hop's impact on global culture.","[Massimo Venier,Fabio Volo,Isabella Ragonese,Pietro Ragusa,Camilla Filippi]",1222
Blood & Gold,2014,Not Rated,85,"Crime, Drama, Mystery",6.3,"As the 2016 fire season rages in California, The brave backcountry firefighters race to put out the flames, save lives and protect homes in this docuseries.","[Partho Sen-Gupta,Adil Hussain,Tannishtha Chatterjee,Gulnaaz Ansari,Komal Gupta]",300
E-Team,2017,Not Rated,151,"Drama",7.7,"Follows a British-Chinese family who are secretly ale to time travel, and after the parents disappear, their son and daughter look for them across time while coming of age as adults.","[Aditya Kripalani,Chitrangada Satarupa,Vibhawari Deshpande,Saharsh Kumar Shukla,Divya Unny]",7617
Jal,2022,TV-Y,24,"Animation, Family",6.4,"The multi-platinum selling comedian performs his first holiday-themed stand-up special with his friends.","[Joel Dickie,Matt Ferguson,Briana Buckmaster,Brian Dobson,Chance Hurstfield,Andrea Libman]",8
George Lopez: We'll Do It for Half,2016,TV-MA,100,"Comedy, Romance",5.5,"4 bikers pull an Easy rider. How it used to be or at least how it was for me.","[Juana Macías,Paco León,Alexandra Jiménez,Alberto Amarilla,Ernesto Sevilla]",1544
Untitled Netflix/Kevin James Project,2000,TV-G,112,"Adventure, Comedy, Drama",7.8,"Children who play constantly with their phones now seem to have forgotten to play on the street. At the insistence of new friends, children decide to play in the park again to end this ... See full summary »","[Riri Riza,Sherina Munaf,Derby Romero,Didi Petet,Ucy Nurul]",830
Placebo,2022,TV-MA,40,"Documentary, Crime, Mystery",5.4,"Liu Chenchen, a free-spirited young woman, rebels against her wealthy family and elopes with her boyfriend to join a cruise-bond treasure hunt. But what began as an innocent with ... See full summary »","[Mzillikazi Wa Afrika,Robert Marawa,Irene Meyiwa,Sifiso Meyiwa]",214
Voices of Fire,2013,Not Rated,90,"Comedy",5.2,"When his beloved home is in danger Chacho decides to put on a wrestling mask to become a Luchador and enter an international wrestling tournament against the infamous beast known as El Chamuco.","[Marco Ponti,Valentina Lodovini,Alessandro Preziosi,Vinicio Marchioni,Eva Riccobono]",591
The Howling,1999,R,99,"Comedy",3.8,"Niyazi, a veterinarian, is on the lookout for a special elixir for animals. What he doesn't yet know is a mobster and his estranged love is also on the lookout for that elixir.","[Michael Tierney,Josh Blackhill,Magnús Jónsson,Michael Tierney,Terence Tierney]",83
Gary Gulman: It's About Time,2019,Not Rated,89,"Drama",6.1,"Haunted by recurring visions, a young woman with insomnia visits an old home to solve a mystery and put her nightmares to an end.","[Ivana Mladenovic,Ivana Mladenovic,Anca Pop,Andrei Dinescu,Mircea Dinescu]",369
"Nisman. The Prosecutor, the President and the Spy",2017,TV-Y7,23,"Animation, Short, Action",5.2,"Fourth-grade friends George and Harold have a shared love of pranks and comic books -- and turning their principal into an undies-wearing superhero.","[Roy Burdine,Johnny Castuciano,Eric Bauza,Jayma Mays,Maria Bamford,Jeff Bennett]",592
YooHoo to the Rescue,2006,Not Rated,90,"Adventure, Comedy, Family",4.3,"DJs, producers, and promoters discuss the history and state of electronic dance music.","[Morten Lorentzen,Jamie Morton,Sonja Furu Friby,Dick Kaysø,Vibeke Hastrup]",209
Seth Rogen's Hilarity for Charity,2020,TV-MA,58,"Comedy",6.6,"An American volunteer teaching in a school in Africa must save one of his students, a 14 year old girl from religious slavery.","[Dave Skinner,Freddie Waters,Jack Whitehall,Michael Whitehall]",1566
Fortune Feimster: Sweet & Salty,2016,Not Rated,107,"Comedy",6.2,"The Puccio are apparently a family like any other: Archimedes, the father has a plan in hand, for which he needs the help of his family. He gathers his children to help him carry out the ... See full summary »","[Tolga Örnek,Tolga Çevik,Melis Birkan,Tuna Çevik,Cengiz Bozkurt]",2738
Argon,2019,TV-MA,84,"Comedy",3.9,"Alka Singh, the leader of a political party, and her obsessive love for Rohan Mehra, a rising star of Bollywood.","[Frank Ariza,Rafa Montesinos,Estefanía de los Santos,Secun de la Rosa,Terele Pávez,María Alfonsa Rosso]",412
